,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week,sales_diff
5077,36-2011-06-24,2011-06-24,2011-06-24,36,360009.94,0,83.95,3.569,213.8402689,8.3,6,2011,25,-34635.31
5053,36-2011-07-01,2011-07-01,2011-07-01,36,384659.85,0,54.11,2.942,210.1842358,8.395,7,2011,26,24649.909999999974
5092,36-2011-07-10,2011-07-10,2011-07-10,36,346137.87,0,71.2,3.262,215.7831333,7.716,7,2011,27,-38521.97999999998
5080,36-2011-07-15,2011-07-15,2011-07-15,36,385631.48,0,85.63,3.55,214.1083654,8.177,7,2011,28,39493.609999999986
5081,36-2011-07-22,2011-07-22,2011-07-22,36,361311.41,0,83.31,3.637,214.1713416,8.177,7,2011,29,-24320.070000000007
5082,36-2011-07-29,2011-07-29,2011-07-29,36,354361.08,0,84.99,3.66,214.2343177,8.177,7,2011,30,-6950.329999999958
5066,36-2011-08-04,2011-08-04,2011-08-04,36,428727.61,0,69.39,3.645,213.8116658,8.3,8,2011,31,74366.52999999997
5079,36-2011-08-07,2011-08-07,2011-08-07,36,377464.62,0,84.71,3.44,214.0245556,8.177,8,2011,31,-51262.98999999999
5085,36-2011-08-19,2011-08-19,2011-08-19,36,373267.58,0,87.24,3.534,214.4239935,8.177,8,2011,33,-4197.039999999979
5086,36-2011-08-26,2011-08-26,2011-08-26,36,344964.2,0,86.02,3.501,214.4878416,8.177,8,2011,34,-28303.380000000005
5088,36-2011-09-09,2011-09-09,2011-09-09,36,352960.64,1,77.94,3.499,214.6155376,8.177,9,2011,36,7996.440000000002
5101,36-2011-09-12,2011-09-12,2011-09-12,36,312298.37,0,50.64,3.147,217.6645878,7.716,9,2011,37,-40662.27000000002
5089,36-2011-09-16,2011-09-16,2011-09-16,36,343108.12,0,82.06,3.473,214.7934111,8.177,9,2011,37,30809.75
5090,36-2011-09-23,2011-09-23,2011-09-23,36,322405.13,0,78.35,3.441,215.1233185,8.177,9,2011,38,-20702.98999999999
5091,36-2011-09-30,2011-09-30,2011-09-30,36,314910.37,0,81.52,3.328,215.4532259,8.177,9,2011,39,-7494.760000000009
5075,36-2011-10-06,2011-10-06,2011-10-06,36,374182.04,0,82.41,3.633,213.7917147,8.3,10,2011,40,59271.669999999984
5093,36-2011-10-14,2011-10-14,2011-10-14,36,342076.99,0,74.16,3.234,216.0885258,7.716,10,2011,41,-32105.04999999999
5094,36-2011-10-21,2011-10-21,2011-10-21,36,328633.34,0,67.89,3.308,216.2468287,7.716,10,2011,42,-13443.649999999965
5095,36-2011-10-28,2011-10-28,2011-10-28,36,306193.81,0,71.31,3.306,216.4051315,7.716,10,2011,43,-22439.530000000028
5058,36-2011-11-02,2011-11-02,2011-11-02,36,401501.2,1,41.16,3.009,211.6985093,8.395,11,2011,44,95307.39000000001
5062,36-2011-11-03,2011-11-03,2011-11-03,36,407506.78,0,59.15,3.448,212.8611313,8.395,11,2011,44,6005.580000000016
5097,36-2011-11-11,2011-11-11,2011-11-11,36,328498.92,0,63.5,3.254,216.7217373,7.716,11,2011,45,-79007.86000000004
5098,36-2011-11-18,2011-11-18,2011-11-18,36,332901.94,0,66.28,3.26,216.9395861,7.716,11,2011,46,4403.020000000019
5099,36-2011-11-25,2011-11-25,2011-11-25,36,332811.55,1,66.41,3.181,217.1812533,7.716,11,2011,47,-90.39000000001397
5084,36-2011-12-08,2011-12-08,2011-12-08,36,380188.69,0,87.64,3.608,214.3602701,8.177,12,2011,49,47377.140000000014
5102,36-2011-12-16,2011-12-16,2011-12-16,36,341503.92,0,58.31,3.133,217.8781339,7.716,12,2011,50,-38684.77000000002
5103,36-2011-12-23,2011-12-23,2011-12-23,36,325262.46,0,55.41,3.098,218.0541851,7.716,12,2011,51,-16241.459999999963
5104,36-2011-12-30,2011-12-30,2011-12-30,36,287425.22,1,48.26,3.132,218.2302364,7.716,12,2011,52,-37837.24000000005
5126,36-2012-01-06,2012-01-06,2012-01-06,36,306005.53,0,80.74,3.567,220.4322099,6.989,1,2012,1,18580.310000000056
5106,36-2012-01-13,2012-01-13,2012-01-13,36,325976.34,0,56.28,3.254,218.5823389,7.244,1,2012,2,19970.809999999998
5107,36-2012-01-20,2012-01-20,2012-01-20,36,330927.21,0,58.9,3.275,218.6755292,7.244,1,2012,3,4950.869999999995
5108,36-2012-01-27,2012-01-27,2012-01-27,36,301444.94,0,62.73,3.313,218.7687195,7.244,1,2012,4,-29482.27000000002
5113,36-2012-02-03,2012-02-03,2012-02-03,36,315396.72,0,64.54,3.619,219.5340975,7.244,2,2012,5,13951.77999999997
5111,36-2012-02-17,2012-02-17,2012-02-17,36,326316.73,0,54.38,3.503,219.1148297,7.244,2,2012,7,10920.01000000001
5112,36-2012-02-24,2012-02-24,2012-02-24,36,313270.45,0,62.21,3.55,219.3244636,7.244,2,2012,8,-13046.27999999997
5109,36-2012-03-02,2012-03-02,2012-03-02,36,310982.87,0,61.33,3.421,218.8619099,7.244,3,2012,9,-2287.5800000000163
5135,36-2012-03-08,2012-03-08,2012-03-08,36,304989.97,0,85.56,3.404,220.6319358,6.623,3,2012,10,-5992.900000000023
5115,36-2012-03-16,2012-03-16,2012-03-16,36,335345.82,0,67.48,3.779,219.8956335,7.244,3,2012,11,30355.850000000035
5116,36-2012-03-23,2012-03-23,2012-03-23,36,317872.51,0,69.18,3.845,219.9705599,7.244,3,2012,12,-17473.309999999998
5117,36-2012-03-30,2012-03-30,2012-03-30,36,304144.9,0,70.48,3.891,220.0454862,7.244,3,2012,13,-13727.609999999986
5122,36-2012-04-05,2012-04-05,2012-04-05,36,312467.52,0,77.17,3.835,220.3545033,6.989,4,2012,14,8322.619999999995
5119,36-2012-04-13,2012-04-13,2012-04-13,36,339407.94,0,72.54,3.919,220.1953389,6.989,4,2012,15,26940.419999999984
5120,36-2012-04-20,2012-04-20,2012-04-20,36,323915.32,0,70.87,3.918,220.2483937,6.989,4,2012,16,-15492.619999999995
5121,36-2012-04-27,2012-04-27,2012-04-27,36,308389.82,0,70.06,3.888,220.3014485,6.989,4,2012,17,-15525.5
5144,36-2012-05-10,2012-05-10,2012-05-10,36,277137.86,0,73.57,3.611,221.8533396,6.228,5,2012,19,-31251.96000000002
5124,36-2012-05-18,2012-05-18,2012-05-18,36,324801.13,0,73.7,3.713,220.4252149,6.989,5,2012,20,47663.27000000002
5125,36-2012-05-25,2012-05-25,2012-05-25,36,306098.17,0,78.94,3.636,220.4287124,6.989,5,2012,21,-18702.96000000002
5105,36-2012-06-01,2012-06-01,2012-06-01,36,329467.82,0,57.18,3.129,218.4062876,7.244,6,2012,22,23369.650000000023
5118,36-2012-06-04,2012-06-04,2012-06-04,36,331026.11,0,73.95,3.934,220.1204125,6.989,6,2012,23,1558.289999999979
5131,36-2012-06-07,2012-06-07,2012-06-07,36,306578.89,0,81.52,3.232,220.567112,6.623,6,2012,23,-24447.219999999972
5128,36-2012-06-15,2012-06-15,2012-06-15,36,333146.88,0,82.15,3.407,220.4494148,6.989,6,2012,24,26567.98999999999
5129,36-2012-06-22,2012-06-22,2012-06-22,36,306411.01,0,80.4,3.358,220.4886472,6.989,6,2012,25,-26735.869999999995
5130,36-2012-06-29,2012-06-29,2012-06-29,36,291530.43,0,86.68,3.273,220.5278796,6.989,6,2012,26,-14880.580000000016
5140,36-2012-07-09,2012-07-09,2012-07-09,36,293728.57,1,84.19,3.697,221.1181142,6.623,7,2012,28,2198.140000000014
5132,36-2012-07-13,2012-07-13,2012-07-13,36,298337.41,0,78.15,3.245,220.6063444,6.623,7,2012,28,4608.839999999967
5133,36-2012-07-20,2012-07-20,2012-07-20,36,303289.55,0,81.76,3.301,220.6148749,6.623,7,2012,29,4952.140000000014
5134,36-2012-07-27,2012-07-27,2012-07-27,36,279643.43,0,84.0,3.392,220.6234054,6.623,7,2012,30,-23646.119999999995
5127,36-2012-08-06,2012-08-06,2012-08-06,36,338273.38,0,81.5,3.513,220.4357073,6.989,8,2012,32,58629.95000000001
5137,36-2012-08-17,2012-08-17,2012-08-17,36,314607.22,0,85.89,3.571,220.7199609,6.623,8,2012,33,-23666.160000000033
5138,36-2012-08-24,2012-08-24,2012-08-24,36,282545.55,0,81.26,3.574,220.8526787,6.623,8,2012,34,-32061.669999999984
5139,36-2012-08-31,2012-08-31,2012-08-31,36,282647.48,0,84.79,3.608,220.9853964,6.623,8,2012,35,101.92999999999302
5114,36-2012-09-03,2012-09-03,2012-09-03,36,318674.93,0,63.19,3.647,219.7437314,7.244,9,2012,36,36027.45000000001
5141,36-2012-09-14,2012-09-14,2012-09-14,36,301893.63,0,78.16,3.692,221.2601207,6.623,9,2012,37,-16781.29999999999
5142,36-2012-09-21,2012-09-21,2012-09-21,36,293804.45,0,75.98,3.709,221.4578604,6.623,9,2012,38,-8089.179999999993
5143,36-2012-09-28,2012-09-28,2012-09-28,36,270677.98,0,79.49,3.66,221.6556,6.623,9,2012,39,-23126.47000000003
5110,36-2012-10-02,2012-10-02,2012-10-02,36,335741.9,1,54.49,3.462,218.9551002,7.244,10,2012,40,65063.92000000004
5136,36-2012-10-08,2012-10-08,2012-10-08,36,298947.51,0,84.41,3.49,220.6404663,6.623,10,2012,41,-36794.390000000014
5146,36-2012-10-19,2012-10-19,2012-10-19,36,287360.05,0,74.06,3.57,222.0951719,6.228,10,2012,42,-11587.460000000021
5147,36-2012-10-26,2012-10-26,2012-10-26,36,272489.41,0,74.39,3.494,222.1136566,6.228,10,2012,43,-14870.640000000014
5123,36-2012-11-05,2012-11-05,2012-11-05,36,330518.34,0,76.55,3.764,220.4075581,6.989,11,2012,45,58028.93000000005
5145,36-2012-12-10,2012-12-10,2012-12-10,36,300236.85,0,71.28,3.576,222.0510793,6.228,12,2012,50,-30281.49000000005
5182,37-2010-01-10,2010-01-10,2010-01-10,37,529877.93,0,74.66,2.603,210.4404433,8.476,1,2010,1,229641.08000000007
5156,37-2010-02-04,2010-02-04,2010-02-04,37,540189.7,0,63.43,2.719,209.5938656,8.464,2,2010,5,10311.769999999902
5169,37-2010-02-07,2010-02-07,2010-02-07,37,498292.53,0,81.85,2.669,209.984205,8.36,2,2010,5,-41897.169999999925
5150,37-2010-02-19,2010-02-19,2010-02-19,37,510382.5,0,45.66,2.514,210.0451024,8.554,2,2010,7,12089.969999999972
5151,37-2010-02-26,2010-02-26,2010-02-26,37,513615.82,0,50.87,2.561,210.0771885,8.554,2,2010,8,3233.320000000007
5178,37-2010-03-09,2010-03-09,2010-03-09,37,510427.53,0,82.29,2.577,210.2966631,8.36,3,2010,10,-3188.289999999979
5191,37-2010-03-12,2010-03-12,2010-03-12,37,508213.14,0,54.44,2.708,210.376263,8.476,3,2010,10,-2214.390000000014
5154,37-2010-03-19,2010-03-19,2010-03-19,37,460020.74,0,59.56,2.72,209.9803208,8.554,3,2010,11,-48192.40000000002
5155,37-2010-03-26,2010-03-26,2010-03-26,37,515777.97,0,55.76,2.732,209.7870932,8.554,3,2010,12,55757.22999999998
5165,37-2010-04-06,2010-04-06,2010-04-06,37,479195.02,0,79.93,2.705,209.9398091,8.464,4,2010,14,-36582.94999999995
5158,37-2010-04-16,2010-04-16,2010-04-16,37,524544.83,0,66.74,2.808,209.2691428,8.464,4,2010,15,45349.80999999994
5159,37-2010-04-23,2010-04-23,2010-04-23,37,527019.78,0,68.03,2.795,209.2199574,8.464,4,2010,16,2474.95000000007
5160,37-2010-04-30,2010-04-30,2010-04-30,37,517850.83,0,70.9,2.78,209.170772,8.464,4,2010,17,-9168.950000000012
5148,37-2010-05-02,2010-05-02,2010-05-02,37,536006.73,0,45.97,2.572,209.8529663,8.554,5,2010,17,18155.899999999965
5152,37-2010-05-03,2010-05-03,2010-05-03,37,519255.68,0,51.33,2.625,210.1092746,8.554,5,2010,18,-16751.04999999999
5187,37-2010-05-11,2010-05-11,2010-05-11,37,539683.42,0,62.72,2.689,210.7202444,8.476,5,2010,19,20427.74000000005
5162,37-2010-05-14,2010-05-14,2010-05-14,37,505196.08,0,77.53,2.854,209.118536,8.464,5,2010,19,-34487.340000000026
5163,37-2010-05-21,2010-05-21,2010-05-21,37,510494.7,0,77.34,2.826,209.3922937,8.464,5,2010,20,5298.619999999995
5164,37-2010-05-28,2010-05-28,2010-05-28,37,532241.22,0,80.87,2.759,209.6660514,8.464,5,2010,21,21746.51999999996
5174,37-2010-06-08,2010-06-08,2010-06-08,37,508576.62,0,85.49,2.627,210.2614925,8.36,6,2010,23,-23664.599999999977
5167,37-2010-06-18,2010-06-18,2010-06-18,37,505761.62,0,84.37,2.637,210.2108417,8.464,6,2010,24,-2815.0
5168,37-2010-06-25,2010-06-25,2010-06-25,37,485419.39,0,84.14,2.653,210.0975233,8.464,6,2010,25,-20342.22999999998
5161,37-2010-07-05,2010-07-05,2010-07-05,37,543234.77,0,75.56,2.835,209.1215867,8.464,7,2010,27,57815.380000000005
5171,37-2010-07-16,2010-07-16,2010-07-16,37,485150.01,0,84.43,2.623,209.8630532,8.36,7,2010,28,-58084.76000000001
5172,37-2010-07-23,2010-07-23,2010-07-23,37,491998.12,0,82.6,2.608,209.9958663,8.36,7,2010,29,6848.109999999986
5173,37-2010-07-30,2010-07-30,2010-07-30,37,487912.95,0,81.88,2.64,210.1286794,8.36,7,2010,30,-4085.1699999999837
5183,37-2010-08-10,2010-08-10,2010-08-10,37,524483.65,0,66.34,2.633,210.5144398,8.476,8,2010,32,36570.70000000001
5175,37-2010-08-13,2010-08-13,2010-08-13,37,491815.83,0,86.06,2.692,210.3943056,8.36,8,2010,32,-32667.820000000007
5176,37-2010-08-20,2010-08-20,2010-08-20,37,486930.72,0,85.54,2.664,210.3617581,8.36,8,2010,33,-4885.110000000044
5177,37-2010-08-27,2010-08-27,2010-08-27,37,512157.25,0,84.62,2.619,210.3292106,8.36,8,2010,34,25226.530000000028
5157,37-2010-09-04,2010-09-04,2010-09-04,37,513327.55,0,68.54,2.77,209.400638,8.464,9,2010,35,1170.2999999999884
5170,37-2010-09-07,2010-09-07,2010-09-07,37,502456.04,0,81.74,2.642,209.8708867,8.36,9,2010,36,-10871.51000000001
5180,37-2010-09-17,2010-09-17,2010-09-17,37,501251.4,0,82.1,2.582,210.2924504,8.36,9,2010,37,-1204.6399999999558
5181,37-2010-09-24,2010-09-24,2010-09-24,37,494265.48,0,79.17,2.624,210.3664469,8.36,9,2010,38,-6985.920000000042
5179,37-2010-10-09,2010-10-09,2010-10-09,37,510296.07,1,80.58,2.565,210.2641156,8.36,10,2010,40,16030.590000000026
5192,37-2010-10-12,2010-10-12,2010-10-12,37,511207.52,0,51.83,2.843,210.2372494,8.476,10,2010,41,911.4500000000116
5184,37-2010-10-15,2010-10-15,2010-10-15,37,498925.86,0,71.57,2.72,210.5805944,8.476,10,2010,41,-12281.660000000033
5185,37-2010-10-22,2010-10-22,2010-10-22,37,510425.4,0,72.24,2.725,210.6271444,8.476,10,2010,42,11499.540000000037
5186,37-2010-10-29,2010-10-29,2010-10-29,37,514485.9,0,76.22,2.716,210.6736944,8.476,10,2010,43,4060.5
5166,37-2010-11-06,2010-11-06,2010-11-06,37,481915.11,0,82.3,2.668,210.2135668,8.464,11,2010,44,-32570.790000000037
5189,37-2010-11-19,2010-11-19,2010-11-19,37,518124.16,0,56.73,2.771,210.65429,8.476,11,2010,46,36209.04999999999
5190,37-2010-11-26,2010-11-26,2010-11-26,37,518220.72,1,67.73,2.735,210.5152765,8.476,11,2010,47,96.55999999999767
5149,37-2010-12-02,2010-12-02,2010-12-02,37,529852.7,1,46.11,2.548,209.9970208,8.554,12,2010,48,11631.979999999981
5153,37-2010-12-03,2010-12-03,2010-12-03,37,513015.35,0,61.96,2.667,210.1413607,8.554,12,2010,48,-16837.349999999977
5188,37-2010-12-11,2010-12-11,2010-12-11,37,517546.69,0,61.97,2.728,210.7667944,8.476,12,2010,49,4531.340000000026
5193,37-2010-12-17,2010-12-17,2010-12-17,37,534285.21,0,56.73,2.869,210.1787224,8.476,12,2010,50,16738.51999999996
5194,37-2010-12-24,2010-12-24,2010-12-24,37,576809.92,0,59.1,2.886,210.1805602,8.476,12,2010,51,42524.71000000008
5195,37-2010-12-31,2010-12-31,2010-12-31,37,460331.7,1,52.88,2.943,210.182398,8.476,12,2010,52,-116478.22000000003
5208,37-2011-01-04,2011-01-04,2011-01-04,37,534578.78,0,67.31,3.524,213.5776701,8.3,1,2011,1,74247.08000000002
5221,37-2011-01-07,2011-01-07,2011-01-07,37,517021.3,0,85.33,3.524,213.9324122,8.177,1,2011,1,-17557.48000000004
5197,37-2011-01-14,2011-01-14,2011-01-14,37,525616.9,0,42.87,2.983,210.2379731,8.395,1,2011,2,8595.600000000035
5198,37-2011-01-21,2011-01-21,2011-01-21,37,526486.82,0,51.18,3.016,210.6031072,8.395,1,2011,3,869.9199999999255
5199,37-2011-01-28,2011-01-28,2011-01-28,37,513672.36,0,48.74,3.01,210.9682412,8.395,1,2011,4,-12814.459999999963
5230,37-2011-02-09,2011-02-09,2011-02-09,37,530367.83,0,87.5,3.533,214.5516896,8.177,2,2011,6,16695.469999999972
5243,37-2011-02-12,2011-02-12,2011-02-12,37,527117.81,0,53.57,3.172,217.4229206,7.716,2,2011,6,-3250.019999999902
5202,37-2011-02-18,2011-02-18,2011-02-18,37,536840.69,0,57.48,3.045,212.0063522,8.395,2,2011,7,9722.879999999888
5203,37-2011-02-25,2011-02-25,2011-02-25,37,514758.19,0,67.73,3.065,212.2912786,8.395,2,2011,8,-22082.49999999994
5217,37-2011-03-06,2011-03-06,2011-03-06,37,500381.23,0,82.96,3.699,214.0162805,8.3,3,2011,9,-14376.960000000021
5206,37-2011-03-18,2011-03-18,2011-03-18,37,478503.06,0,64.9,3.488,213.1096787,8.395,3,2011,11,-21878.169999999984
5207,37-2011-03-25,2011-03-25,2011-03-25,37,522105.93,0,71.07,3.473,213.3436744,8.395,3,2011,12,43602.869999999995
5200,37-2011-04-02,2011-04-02,2011-04-02,37,583835.18,0,46.68,2.989,211.3333753,8.395,4,2011,13,61729.25000000006
5204,37-2011-04-03,2011-04-03,2011-04-03,37,527572.25,0,64.55,3.288,212.576205,8.395,4,2011,13,-56262.93000000005
5239,37-2011-04-11,2011-04-11,2011-04-11,37,555925.6,0,58.97,3.332,216.5634344,7.716,4,2011,15,28353.349999999977
5210,37-2011-04-15,2011-04-15,2011-04-15,37,543775.87,0,73.25,3.743,214.026217,8.3,4,2011,15,-12149.729999999981
5211,37-2011-04-22,2011-04-22,2011-04-22,37,526434.37,0,74.57,3.807,214.1921572,8.3,4,2011,16,-17341.5
5212,37-2011-04-29,2011-04-29,2011-04-29,37,502918.18,0,76.1,3.81,214.3580974,8.3,4,2011,17,-23516.190000000002
5226,37-2011-05-08,2011-05-08,2011-05-08,37,510787.46,0,86.71,3.684,214.2972939,8.177,5,2011,18,7869.280000000028
5214,37-2011-05-13,2011-05-13,2011-05-13,37,511871.63,0,76.73,3.899,214.6899778,8.3,5,2011,19,1084.1699999999837
5215,37-2011-05-20,2011-05-20,2011-05-20,37,533564.42,0,73.02,3.907,214.465412,8.3,5,2011,20,21692.790000000037
5216,37-2011-05-27,2011-05-27,2011-05-27,37,507086.75,0,81.28,3.786,214.2408462,8.3,5,2011,21,-26477.670000000042
5213,37-2011-06-05,2011-06-05,2011-06-05,37,547513.3,0,69.56,3.906,214.5240376,8.3,6,2011,22,40426.55000000005
5219,37-2011-06-17,2011-06-17,2011-06-17,37,525132.36,0,84.43,3.637,213.7481256,8.3,6,2011,24,-22380.94000000006
5220,37-2011-06-24,2011-06-24,2011-06-24,37,509276.22,0,83.95,3.594,213.8402689,8.3,6,2011,25,-15856.140000000014
5196,37-2011-07-01,2011-07-01,2011-07-01,37,542464.02,0,54.11,2.976,210.1842358,8.395,7,2011,26,33187.80000000005
5235,37-2011-07-10,2011-07-10,2011-07-10,37,522816.85,0,71.2,3.285,215.7831333,7.716,7,2011,27,-19647.170000000042
5223,37-2011-07-15,2011-07-15,2011-07-15,37,498749.62,0,85.63,3.575,214.1083654,8.177,7,2011,28,-24067.22999999998
5224,37-2011-07-22,2011-07-22,2011-07-22,37,505543.53,0,83.31,3.651,214.1713416,8.177,7,2011,29,6793.910000000033
5225,37-2011-07-29,2011-07-29,2011-07-29,37,504974.95,0,84.99,3.682,214.2343177,8.177,7,2011,30,-568.5800000000163
5209,37-2011-08-04,2011-08-04,2011-08-04,37,543703.16,0,69.39,3.622,213.8116658,8.3,8,2011,31,38728.21000000002
5222,37-2011-08-07,2011-08-07,2011-08-07,37,489059.93,0,84.71,3.48,214.0245556,8.177,8,2011,31,-54643.23000000004
5228,37-2011-08-19,2011-08-19,2011-08-19,37,506897.98,0,87.24,3.554,214.4239935,8.177,8,2011,33,17838.04999999999
5229,37-2011-08-26,2011-08-26,2011-08-26,37,527947.21,0,86.02,3.523,214.4878416,8.177,8,2011,34,21049.22999999998
5231,37-2011-09-09,2011-09-09,2011-09-09,37,506273.74,1,77.94,3.546,214.6155376,8.177,9,2011,36,-21673.469999999972
5244,37-2011-09-12,2011-09-12,2011-09-12,37,537224.52,0,50.64,3.158,217.6645878,7.716,9,2011,37,30950.780000000028
5232,37-2011-09-16,2011-09-16,2011-09-16,37,513341.94,0,82.06,3.526,214.7934111,8.177,9,2011,37,-23882.580000000016
5233,37-2011-09-23,2011-09-23,2011-09-23,37,516556.94,0,78.35,3.467,215.1233185,8.177,9,2011,38,3215.0
5234,37-2011-09-30,2011-09-30,2011-09-30,37,516402.1,0,81.52,3.355,215.4532259,8.177,9,2011,39,-154.8400000000256
5218,37-2011-10-06,2011-10-06,2011-10-06,37,509647.25,0,82.41,3.648,213.7917147,8.3,10,2011,40,-6754.849999999977
5236,37-2011-10-14,2011-10-14,2011-10-14,37,513636.01,0,74.16,3.274,216.0885258,7.716,10,2011,41,3988.7600000000093
5237,37-2011-10-21,2011-10-21,2011-10-21,37,522784.33,0,67.89,3.353,216.2468287,7.716,10,2011,42,9148.320000000007
5238,37-2011-10-28,2011-10-28,2011-10-28,37,517355.44,0,71.31,3.372,216.4051315,7.716,10,2011,43,-5428.890000000014
5201,37-2011-11-02,2011-11-02,2011-11-02,37,522514.32,1,41.16,3.022,211.6985093,8.395,11,2011,44,5158.880000000005
5205,37-2011-11-03,2011-11-03,2011-11-03,37,505610.4,0,59.15,3.459,212.8611313,8.395,11,2011,44,-16903.919999999984
5240,37-2011-11-11,2011-11-11,2011-11-11,37,501268.78,0,63.5,3.297,216.7217373,7.716,11,2011,45,-4341.619999999995
5241,37-2011-11-18,2011-11-18,2011-11-18,37,527495.09,0,66.28,3.308,216.9395861,7.716,11,2011,46,26226.30999999994
5242,37-2011-11-25,2011-11-25,2011-11-25,37,522554.04,1,66.41,3.236,217.1812533,7.716,11,2011,47,-4941.049999999988
5227,37-2011-12-08,2011-12-08,2011-12-08,37,502504.39,0,87.64,3.638,214.3602701,8.177,12,2011,49,-20049.649999999965
5245,37-2011-12-16,2011-12-16,2011-12-16,37,533905.67,0,58.31,3.159,217.8781339,7.716,12,2011,50,31401.280000000028
5246,37-2011-12-23,2011-12-23,2011-12-23,37,605791.46,0,55.41,3.112,218.0541851,7.716,12,2011,51,71885.78999999992
5247,37-2011-12-30,2011-12-30,2011-12-30,37,451327.61,1,48.26,3.129,218.2302364,7.716,12,2011,52,-154463.84999999998
5269,37-2012-01-06,2012-01-06,2012-01-06,37,531811.85,0,80.74,3.501,220.4322099,6.989,1,2012,1,80484.23999999999
5249,37-2012-01-13,2012-01-13,2012-01-13,37,546221.4,0,56.28,3.261,218.5823389,7.244,1,2012,2,14409.550000000047
5250,37-2012-01-20,2012-01-20,2012-01-20,37,543894.07,0,58.9,3.268,218.6755292,7.244,1,2012,3,-2327.3300000000745
5251,37-2012-01-27,2012-01-27,2012-01-27,37,514116.58,0,62.73,3.29,218.7687195,7.244,1,2012,4,-29777.489999999932
5256,37-2012-02-03,2012-02-03,2012-02-03,37,525559.17,0,64.54,3.63,219.5340975,7.244,2,2012,5,11442.590000000026
5254,37-2012-02-17,2012-02-17,2012-02-17,37,541071.29,0,54.38,3.51,219.1148297,7.244,2,2012,7,15512.119999999995
5255,37-2012-02-24,2012-02-24,2012-02-24,37,518696.89,0,62.21,3.555,219.3244636,7.244,2,2012,8,-22374.400000000023
5252,37-2012-03-02,2012-03-02,2012-03-02,37,555424.24,0,61.33,3.36,218.8619099,7.244,3,2012,9,36727.34999999998
5278,37-2012-03-08,2012-03-08,2012-03-08,37,521959.28,0,85.56,3.417,220.6319358,6.623,3,2012,10,-33464.95999999996
5258,37-2012-03-16,2012-03-16,2012-03-16,37,484588.34,0,67.48,3.734,219.8956335,7.244,3,2012,11,-37370.94
5259,37-2012-03-23,2012-03-23,2012-03-23,37,520887.23,0,69.18,3.787,219.9705599,7.244,3,2012,12,36298.889999999956
5260,37-2012-03-30,2012-03-30,2012-03-30,37,533734.94,0,70.48,3.845,220.0454862,7.244,3,2012,13,12847.709999999963
5265,37-2012-04-05,2012-04-05,2012-04-05,37,535311.64,0,77.17,3.749,220.3545033,6.989,4,2012,14,1576.7000000000698
5262,37-2012-04-13,2012-04-13,2012-04-13,37,506973.17,0,72.54,3.891,220.1953389,6.989,4,2012,15,-28338.47000000003
5263,37-2012-04-20,2012-04-20,2012-04-20,37,523483.19,0,70.87,3.877,220.2483937,6.989,4,2012,16,16510.02000000002
5264,37-2012-04-27,2012-04-27,2012-04-27,37,528807.45,0,70.06,3.814,220.3014485,6.989,4,2012,17,5324.259999999951
5287,37-2012-05-10,2012-05-10,2012-05-10,37,546122.37,0,73.57,3.617,221.8533396,6.228,5,2012,19,17314.920000000042
5267,37-2012-05-18,2012-05-18,2012-05-18,37,534847.96,0,73.7,3.63,220.4252149,6.989,5,2012,20,-11274.410000000033
5268,37-2012-05-25,2012-05-25,2012-05-25,37,540625.79,0,78.94,3.561,220.4287124,6.989,5,2012,21,5777.8300000000745
5248,37-2012-06-01,2012-06-01,2012-06-01,37,558343.57,0,57.18,3.157,218.4062876,7.244,6,2012,22,17717.77999999991
5261,37-2012-06-04,2012-06-04,2012-06-04,37,564848.78,0,73.95,3.891,220.1204125,6.989,6,2012,23,6505.210000000079
5274,37-2012-06-07,2012-06-07,2012-06-07,37,519498.32,0,81.52,3.227,220.567112,6.623,6,2012,23,-45350.46000000002
5271,37-2012-06-15,2012-06-15,2012-06-15,37,508573.16,0,82.15,3.393,220.4494148,6.989,6,2012,24,-10925.160000000033
5272,37-2012-06-22,2012-06-22,2012-06-22,37,484032.75,0,80.4,3.346,220.4886472,6.989,6,2012,25,-24540.409999999974
5273,37-2012-06-29,2012-06-29,2012-06-29,37,508309.81,0,86.68,3.286,220.5278796,6.989,6,2012,26,24277.059999999998
5283,37-2012-07-09,2012-07-09,2012-07-09,37,526838.14,1,84.19,3.73,221.1181142,6.623,7,2012,28,18528.330000000016
5275,37-2012-07-13,2012-07-13,2012-07-13,37,506005.47,0,78.15,3.256,220.6063444,6.623,7,2012,28,-20832.670000000042
5276,37-2012-07-20,2012-07-20,2012-07-20,37,503744.56,0,81.76,3.311,220.6148749,6.623,7,2012,29,-2260.9099999999744
5277,37-2012-07-27,2012-07-27,2012-07-27,37,514489.17,0,84.0,3.407,220.6234054,6.623,7,2012,30,10744.609999999986
5270,37-2012-08-06,2012-08-06,2012-08-06,37,528940.78,0,81.5,3.452,220.4357073,6.989,8,2012,32,14451.610000000044
5280,37-2012-08-17,2012-08-17,2012-08-17,37,509633.71,0,85.89,3.571,220.7199609,6.623,8,2012,33,-19307.070000000007
5281,37-2012-08-24,2012-08-24,2012-08-24,37,522665.04,0,81.26,3.62,220.8526787,6.623,8,2012,34,13031.329999999958
