,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week
4667,33-2011-04-11,2011-04-11,2011-04-11,33,236157.12,0,71.91,3.828,129.8051935,8.01,4,2011,15
4638,33-2011-04-15,2011-04-15,2011-04-15,33,275749.56,0,64.64,4.089,128.9107333,8.687,4,2011,15
4639,33-2011-04-22,2011-04-22,2011-04-22,33,248603.3,0,79.46,3.917,128.9553,8.687,4,2011,16
4640,33-2011-04-29,2011-04-29,2011-04-29,33,248561.86,0,77.44,4.151,128.9998667,8.687,4,2011,17
4654,33-2011-05-08,2011-05-08,2011-05-08,33,242456.39,0,96.93,3.803,129.1846452,8.442,5,2011,18
4642,33-2011-05-13,2011-05-13,2011-05-13,33,279466.87,0,78.24,4.202,129.089,8.687,5,2011,19
4643,33-2011-05-20,2011-05-20,2011-05-20,33,239206.26,0,76.07,3.99,129.0756774,8.687,5,2011,20
4644,33-2011-05-27,2011-05-27,2011-05-27,33,239431.85,0,82.32,3.933,129.0623548,8.687,5,2011,21
4641,33-2011-06-05,2011-06-05,2011-06-05,33,257031.19,0,77.92,4.193,129.0444333,8.687,6,2011,22
4647,33-2011-06-17,2011-06-17,2011-06-17,33,238172.66,0,91.11,3.935,129.0432,8.687,6,2011,24
4648,33-2011-06-24,2011-06-24,2011-06-24,33,238433.53,0,94.11,3.807,129.0663,8.687,6,2011,25
4624,33-2011-07-01,2011-07-01,2011-07-01,33,243948.82,0,46.25,3.287,127.1917742,8.951,7,2011,26
4663,33-2011-07-10,2011-07-10,2011-07-10,33,262159.13,0,81.16,3.827,129.6938,8.01,7,2011,27
4651,33-2011-07-15,2011-07-15,2011-07-15,33,265003.47,0,92.83,3.779,129.1338387,8.442,7,2011,28
4652,33-2011-07-22,2011-07-22,2011-07-22,33,238915.05,0,97.17,3.697,129.1507742,8.442,7,2011,29
4653,33-2011-07-29,2011-07-29,2011-07-29,33,224806.96,0,95.28,3.694,129.1677097,8.442,7,2011,30
4637,33-2011-08-04,2011-08-04,2011-08-04,33,271924.73,0,75.11,3.818,128.8238065,8.687,8,2011,31
4650,33-2011-08-07,2011-08-07,2011-08-07,33,262717.71,0,96.44,3.793,129.1125,8.442,8,2011,31
4656,33-2011-08-19,2011-08-19,2011-08-19,33,242771.37,0,95.89,3.743,129.2405806,8.442,8,2011,33
4657,33-2011-08-26,2011-08-26,2011-08-26,33,237095.82,0,99.66,3.663,129.2832581,8.442,8,2011,34
4659,33-2011-09-09,2011-09-09,2011-09-09,33,281842.28,1,96.22,3.771,129.3686129,8.442,9,2011,36
4672,33-2011-09-12,2011-09-12,2011-09-12,33,270373.05,0,47.7,3.644,129.8555333,8.01,9,2011,37
4660,33-2011-09-16,2011-09-16,2011-09-16,33,262407.57,0,85.79,3.784,129.4306,8.442,9,2011,37
4661,33-2011-09-23,2011-09-23,2011-09-23,33,234793.12,0,88.93,3.789,129.5183333,8.442,9,2011,38
4662,33-2011-09-30,2011-09-30,2011-09-30,33,229731.98,0,89.1,3.877,129.6060667,8.442,9,2011,39
4646,33-2011-10-06,2011-10-06,2011-10-06,33,258427.39,0,87.02,3.981,129.0357097,8.687,10,2011,40
4664,33-2011-10-14,2011-10-14,2011-10-14,33,272487.33,0,76.49,3.698,129.7706452,8.01,10,2011,41
4665,33-2011-10-21,2011-10-21,2011-10-21,33,233543.08,0,81.74,3.842,129.7821613,8.01,10,2011,42
4666,33-2011-10-28,2011-10-28,2011-10-28,33,231319.96,0,76.73,3.843,129.7936774,8.01,10,2011,43
4629,33-2011-11-02,2011-11-02,2011-11-02,33,276198.74,1,53.35,3.381,127.859129,8.951,11,2011,44
4633,33-2011-11-03,2011-11-03,2011-11-03,33,270921.44,0,66.51,3.63,128.3995,8.951,11,2011,44
4668,33-2011-11-11,2011-11-11,2011-11-11,33,271961.04,0,58.75,3.677,129.8167097,8.01,11,2011,45
4669,33-2011-11-18,2011-11-18,2011-11-18,33,251294.5,0,63.35,3.669,129.8268333,8.01,11,2011,46
4670,33-2011-11-25,2011-11-25,2011-11-25,33,255996.47,1,62.35,3.76,129.8364,8.01,11,2011,47
4655,33-2011-12-08,2011-12-08,2011-12-08,33,274721.85,0,96.0,3.794,129.2015806,8.442,12,2011,49
4673,33-2011-12-16,2011-12-16,2011-12-16,33,259638.35,0,53.18,3.489,129.8980645,8.01,12,2011,50
4674,33-2011-12-23,2011-12-23,2011-12-23,33,256235.19,0,53.39,3.541,129.9845484,8.01,12,2011,51
4675,33-2011-12-30,2011-12-30,2011-12-30,33,215359.21,1,51.6,3.428,130.0710323,8.01,12,2011,52
4697,33-2012-01-06,2012-01-06,2012-01-06,33,261131.09,0,83.57,4.277,130.9592258,7.396,1,2012,1
4677,33-2012-01-13,2012-01-13,2012-01-13,33,279447.22,0,54.61,3.477,130.244,7.603,1,2012,2
4678,33-2012-01-20,2012-01-20,2012-01-20,33,244899.2,0,55.99,3.66,130.2792258,7.603,1,2012,3
4679,33-2012-01-27,2012-01-27,2012-01-27,33,236920.49,0,56.33,3.675,130.3144516,7.603,1,2012,4
4684,33-2012-02-03,2012-02-03,2012-02-03,33,248051.53,0,60.91,3.882,130.6457931,7.603,2,2012,5
4682,33-2012-02-17,2012-02-17,2012-02-17,33,266300.98,0,57.8,3.781,130.4546207,7.603,2,2012,7
4683,33-2012-02-24,2012-02-24,2012-02-24,33,242526.7,0,59.41,3.95,130.5502069,7.603,2,2012,8
4680,33-2012-03-02,2012-03-02,2012-03-02,33,256091.32,0,59.53,3.543,130.3496774,7.603,3,2012,9
4706,33-2012-03-08,2012-03-08,2012-03-08,33,258533.12,0,92.13,3.595,130.737871,7.147,3,2012,10
4686,33-2012-03-16,2012-03-16,2012-03-16,33,278067.73,0,65.99,4.273,130.8261935,7.603,3,2012,11
4687,33-2012-03-23,2012-03-23,2012-03-23,33,246970.97,0,60.82,4.288,130.8966452,7.603,3,2012,12
4688,33-2012-03-30,2012-03-30,2012-03-30,33,251327.67,0,71.34,4.294,130.9670968,7.603,3,2012,13
4693,33-2012-04-05,2012-04-05,2012-04-05,33,270497.51,0,82.43,4.058,131.136,7.396,4,2012,14
4690,33-2012-04-13,2012-04-13,2012-04-13,33,312698.67,0,73.17,4.254,131.108,7.396,4,2012,15
4691,33-2012-04-20,2012-04-20,2012-04-20,33,261837.2,0,72.94,4.111,131.1173333,7.396,4,2012,16
4692,33-2012-04-27,2012-04-27,2012-04-27,33,249798.75,0,83.07,4.088,131.1266667,7.396,4,2012,17
4715,33-2012-05-10,2012-05-10,2012-05-10,33,265444.9,0,85.18,4.132,131.0756667,6.895,5,2012,19
4695,33-2012-05-18,2012-05-18,2012-05-18,33,276899.95,0,89.81,4.308,131.0983226,7.396,5,2012,20
4696,33-2012-05-25,2012-05-25,2012-05-25,33,261851.74,0,88.89,4.127,131.0287742,7.396,5,2012,21
4676,33-2012-06-01,2012-06-01,2012-06-01,33,267058.08,0,60.92,3.443,130.1575161,7.603,6,2012,22
4689,33-2012-06-04,2012-06-04,2012-06-04,33,275911.97,0,70.75,4.282,131.0375484,7.396,6,2012,23
4702,33-2012-06-07,2012-06-07,2012-06-07,33,273690.37,0,93.21,3.666,130.7196333,7.147,6,2012,23
4699,33-2012-06-15,2012-06-15,2012-06-15,33,290444.31,0,92.44,4.144,130.8295333,7.396,6,2012,24
4700,33-2012-06-22,2012-06-22,2012-06-22,33,261666.29,0,95.75,4.014,130.7929,7.396,6,2012,25
4701,33-2012-06-29,2012-06-29,2012-06-29,33,244338.31,0,98.15,3.875,130.7562667,7.396,6,2012,26
4711,33-2012-07-09,2012-07-09,2012-07-09,33,286428.78,1,92.02,4.124,130.9325484,7.147,7,2012,28
4703,33-2012-07-13,2012-07-13,2012-07-13,33,287033.64,0,97.6,3.723,130.683,7.147,7,2012,28
4704,33-2012-07-20,2012-07-20,2012-07-20,33,253205.89,0,91.49,3.589,130.7012903,7.147,7,2012,29
4705,33-2012-07-27,2012-07-27,2012-07-27,33,249134.32,0,93.95,3.769,130.7195806,7.147,7,2012,30
4698,33-2012-08-06,2012-08-06,2012-08-06,33,286082.76,0,90.94,4.103,130.8896774,7.396,8,2012,32
4708,33-2012-08-17,2012-08-17,2012-08-17,33,270097.76,0,96.79,4.002,130.7909677,7.147,8,2012,33
4709,33-2012-08-24,2012-08-24,2012-08-24,33,247672.56,0,89.62,4.055,130.8381613,7.147,8,2012,34
4710,33-2012-08-31,2012-08-31,2012-08-31,33,237129.81,0,94.55,3.886,130.8853548,7.147,8,2012,35
4685,33-2012-09-03,2012-09-03,2012-09-03,33,287346.29,0,62.2,3.963,130.7413793,7.603,9,2012,36
4712,33-2012-09-14,2012-09-14,2012-09-14,33,277417.53,0,83.4,3.966,130.9776667,7.147,9,2012,37
4713,33-2012-09-21,2012-09-21,2012-09-21,33,252709.58,0,86.53,4.125,131.0103333,7.147,9,2012,38
4714,33-2012-09-28,2012-09-28,2012-09-28,33,242813.51,0,86.42,3.966,131.043,7.147,9,2012,39
4681,33-2012-10-02,2012-10-02,2012-10-02,33,282552.58,1,59.94,3.722,130.3849032,7.603,10,2012,40
4707,33-2012-10-08,2012-10-08,2012-10-08,33,297753.49,0,100.07,3.811,130.7561613,7.147,10,2012,41
4717,33-2012-10-19,2012-10-19,2012-10-19,33,254412.34,0,75.55,4.449,131.1499677,6.895,10,2012,42
4718,33-2012-10-26,2012-10-26,2012-10-26,33,253731.13,0,73.7,4.301,131.1930968,6.895,10,2012,43
4694,33-2012-11-05,2012-11-05,2012-11-05,33,295841.84,0,81.02,4.186,131.1453333,7.396,11,2012,45
4716,33-2012-12-10,2012-12-10,2012-12-10,33,291781.15,0,79.64,4.468,131.1083333,6.895,12,2012,50
4753,34-2010-01-10,2010-01-10,2010-01-10,34,865709.11,0,70.13,2.619,126.2346,10.21,1,2010,1
4727,34-2010-02-04,2010-02-04,2010-02-04,34,979428.66,0,50.07,2.74,126.6034839,9.593,2,2010,5
4740,34-2010-02-07,2010-02-07,2010-02-07,34,919229.36,0,73.66,2.668,126.1392,9.816,2,2010,5
4721,34-2010-02-19,2010-02-19,2010-02-19,34,983963.07,0,38.36,2.54,126.5262857,9.521,2,2010,7
4722,34-2010-02-26,2010-02-26,2010-02-26,34,905756.13,0,37.28,2.59,126.5522857,9.521,2,2010,8
4749,34-2010-03-09,2010-03-09,2010-03-09,34,964356.74,0,72.59,2.584,126.1019355,9.816,3,2010,10
4762,34-2010-03-12,2010-03-12,2010-03-12,34,1001512.21,0,34.7,2.727,126.7313333,10.21,3,2010,10
4725,34-2010-03-19,2010-03-19,2010-03-19,34,892070.82,0,45.86,2.743,126.6066452,9.521,3,2010,11
4726,34-2010-03-26,2010-03-26,2010-03-26,34,880742.35,0,42.91,2.752,126.6050645,9.521,3,2010,12
4736,34-2010-04-06,2010-04-06,2010-04-06,34,966187.51,0,72.17,2.701,126.1360645,9.593,4,2010,14
4729,34-2010-04-16,2010-04-16,2010-04-16,34,923344.54,0,59.18,2.81,126.5621,9.593,4,2010,15
4730,34-2010-04-23,2010-04-23,2010-04-23,34,910240.68,0,55.04,2.805,126.4713333,9.593,4,2010,16
4731,34-2010-04-30,2010-04-30,2010-04-30,34,859922.19,0,56.58,2.787,126.3805667,9.593,4,2010,17
4719,34-2010-05-02,2010-05-02,2010-05-02,34,956228.96,0,35.44,2.598,126.4420645,9.521,5,2010,17
4723,34-2010-05-03,2010-05-03,2010-05-03,34,918295.79,0,42.65,2.654,126.5782857,9.521,5,2010,18
4758,34-2010-05-11,2010-05-11,2010-05-11,34,972292.31,0,52.43,2.699,126.4912903,10.21,5,2010,19
4733,34-2010-05-14,2010-05-14,2010-05-14,34,933924.44,0,60.74,2.845,126.2085484,9.593,5,2010,19
4734,34-2010-05-21,2010-05-21,2010-05-21,34,913616.32,0,63.99,2.82,126.1843871,9.593,5,2010,20
4735,34-2010-05-28,2010-05-28,2010-05-28,34,942868.38,0,68.68,2.756,126.1602258,9.593,5,2010,21
4745,34-2010-06-08,2010-06-08,2010-06-08,34,987435.35,0,73.8,2.64,126.0854516,9.816,6,2010,23
4738,34-2010-06-18,2010-06-18,2010-06-18,34,941612.04,0,73.48,2.635,126.114,9.593,6,2010,24
4739,34-2010-06-25,2010-06-25,2010-06-25,34,895800.07,0,78.47,2.654,126.1266,9.593,6,2010,25
4732,34-2010-07-05,2010-07-05,2010-07-05,34,953495.48,0,57.39,2.836,126.2898,9.593,7,2010,27
4742,34-2010-07-16,2010-07-16,2010-07-16,34,930269.79,0,78.53,2.621,126.1498065,9.816,7,2010,28
4743,34-2010-07-23,2010-07-23,2010-07-23,34,902050.95,0,79.58,2.612,126.1283548,9.816,7,2010,29
4744,34-2010-07-30,2010-07-30,2010-07-30,34,875976.83,0,72.26,2.65,126.1069032,9.816,7,2010,30
4754,34-2010-08-10,2010-08-10,2010-08-10,34,931710.67,0,65.21,2.645,126.2791667,10.21,8,2010,32
4746,34-2010-08-13,2010-08-13,2010-08-13,34,951208.65,0,76.72,2.698,126.064,9.816,8,2010,32
4747,34-2010-08-20,2010-08-20,2010-08-20,34,985152.94,0,76.45,2.671,126.0766452,9.816,8,2010,33
4748,34-2010-08-27,2010-08-27,2010-08-27,34,855421.39,0,72.87,2.621,126.0892903,9.816,8,2010,34
4728,34-2010-09-04,2010-09-04,2010-09-04,34,950684.2,0,51.26,2.773,126.6019032,9.593,9,2010,35
4741,34-2010-09-07,2010-09-07,2010-09-07,34,911210.81,0,75.0,2.637,126.1518,9.816,9,2010,36
4751,34-2010-09-17,2010-09-17,2010-09-17,34,885445.47,0,70.71,2.594,126.1454667,9.816,9,2010,37
4752,34-2010-09-24,2010-09-24,2010-09-24,34,867539.07,0,69.78,2.642,126.1900333,9.816,9,2010,38
4750,34-2010-10-09,2010-10-09,2010-10-09,34,932240.96,1,72.61,2.574,126.1145806,9.816,10,2010,40
4763,34-2010-10-12,2010-10-12,2010-10-12,34,1086661.02,0,41.93,2.86,126.7934,10.21,10,2010,41
4755,34-2010-10-15,2010-10-15,2010-10-15,34,888703.62,0,59.57,2.732,126.3266774,10.21,10,2010,41
4756,34-2010-10-22,2010-10-22,2010-10-22,34,936293.6,0,58.11,2.736,126.3815484,10.21,10,2010,42
4757,34-2010-10-29,2010-10-29,2010-10-29,34,926294.02,0,50.78,2.718,126.4364194,10.21,10,2010,43
4737,34-2010-11-06,2010-11-06,2010-11-06,34,954681.56,0,80.84,2.668,126.1119032,9.593,11,2010,44
4760,34-2010-11-19,2010-11-19,2010-11-19,34,955766.33,0,40.93,2.78,126.6072,10.21,11,2010,46
4761,34-2010-11-26,2010-11-26,2010-11-26,34,1309476.68,1,41.13,2.752,126.6692667,10.21,11,2010,47
4720,34-2010-12-02,2010-12-02,2010-12-02,34,994610.99,1,36.13,2.573,126.4962581,9.521,12,2010,48
4724,34-2010-12-03,2010-12-03,2010-12-03,34,921247.88,0,42.26,2.704,126.6042857,9.521,12,2010,48
4759,34-2010-12-11,2010-12-11,2010-12-11,34,979730.78,0,47.2,2.741,126.5461613,10.21,12,2010,49
4764,34-2010-12-17,2010-12-17,2010-12-17,34,1227148.13,0,42.64,2.884,126.8794839,10.21,12,2010,50
4765,34-2010-12-24,2010-12-24,2010-12-24,34,1620748.25,0,42.74,2.887,126.9835806,10.21,12,2010,51
4766,34-2010-12-31,2010-12-31,2010-12-31,34,902109.69,1,34.11,2.955,127.0876774,10.21,12,2010,52
4779,34-2011-01-04,2011-01-04,2011-01-04,34,884233.67,0,55.46,3.521,128.7199355,10.581,1,2011,1
4792,34-2011-01-07,2011-01-07,2011-01-07,34,911106.22,0,81.96,3.504,129.0894,10.641,1,2011,1
4768,34-2011-01-14,2011-01-14,2011-01-14,34,898610.33,0,30.75,2.992,127.3009355,10.398,1,2011,2
4769,34-2011-01-21,2011-01-21,2011-01-21,34,891025.39,0,39.57,3.017,127.4404839,10.398,1,2011,3
4770,34-2011-01-28,2011-01-28,2011-01-28,34,836717.75,0,34.68,3.022,127.5800323,10.398,1,2011,4
4801,34-2011-02-09,2011-02-09,2011-02-09,34,926455.64,0,78.24,3.533,129.3259355,10.641,2,2011,6
4814,34-2011-02-12,2011-02-12,2011-02-12,34,988742.08,0,39.75,3.176,129.8459667,10.148,2,2011,6
4773,34-2011-02-18,2011-02-18,2011-02-18,34,1062629.3,0,45.12,3.058,127.99525,10.398,2,2011,7
4774,34-2011-02-25,2011-02-25,2011-02-25,34,953331.45,0,44.57,3.087,128.13,10.398,2,2011,8
4788,34-2011-03-06,2011-03-06,2011-03-06,34,947229.24,0,74.64,3.683,129.0490323,10.581,3,2011,9
4777,34-2011-03-18,2011-03-18,2011-03-18,34,1014218.8,0,55.58,3.495,128.5121935,10.398,3,2011,11
4778,34-2011-03-25,2011-03-25,2011-03-25,34,922898.38,0,53.11,3.48,128.6160645,10.398,3,2011,12
4771,34-2011-04-02,2011-04-02,2011-04-02,34,971932.87,0,23.82,2.996,127.7195806,10.398,4,2011,13
4775,34-2011-04-03,2011-04-03,2011-04-03,34,963910.81,0,46.21,3.305,128.26475,10.398,4,2011,13
4810,34-2011-04-11,2011-04-11,2011-04-11,34,992621.93,0,48.04,3.322,129.8051935,10.148,4,2011,15
4781,34-2011-04-15,2011-04-15,2011-04-15,34,941829.0,0,53.3,3.724,128.9107333,10.581,4,2011,15
4782,34-2011-04-22,2011-04-22,2011-04-22,34,1051518.45,0,63.83,3.781,128.9553,10.581,4,2011,16
4783,34-2011-04-29,2011-04-29,2011-04-29,34,895973.02,0,57.73,3.781,128.9998667,10.581,4,2011,17
4797,34-2011-05-08,2011-05-08,2011-05-08,34,942236.45,0,76.71,3.662,129.1846452,10.641,5,2011,18
4785,34-2011-05-13,2011-05-13,2011-05-13,34,966232.69,0,63.05,3.872,129.089,10.581,5,2011,19
4786,34-2011-05-20,2011-05-20,2011-05-20,34,945018.83,0,61.47,3.881,129.0756774,10.581,5,2011,20
4787,34-2011-05-27,2011-05-27,2011-05-27,34,941311.83,0,65.99,3.771,129.0623548,10.581,5,2011,21
4784,34-2011-06-05,2011-06-05,2011-06-05,34,965853.58,0,54.4,3.866,129.0444333,10.581,6,2011,22
4790,34-2011-06-17,2011-06-17,2011-06-17,34,968258.09,0,76.58,3.618,129.0432,10.581,6,2011,24
4791,34-2011-06-24,2011-06-24,2011-06-24,34,923795.04,0,77.16,3.57,129.0663,10.581,6,2011,25
4767,34-2011-07-01,2011-07-01,2011-07-01,34,900646.94,0,24.5,2.98,127.1917742,10.398,7,2011,26
4806,34-2011-07-10,2011-07-10,2011-07-10,34,954069.45,0,60.42,3.299,129.6938,10.148,7,2011,27
4794,34-2011-07-15,2011-07-15,2011-07-15,34,903882.96,0,78.09,3.563,129.1338387,10.641,7,2011,28
4795,34-2011-07-22,2011-07-22,2011-07-22,34,913236.62,0,80.75,3.627,129.1507742,10.641,7,2011,29
4796,34-2011-07-29,2011-07-29,2011-07-29,34,851461.9,0,78.04,3.659,129.1677097,10.641,7,2011,30
4780,34-2011-08-04,2011-08-04,2011-08-04,34,975479.83,0,58.59,3.605,128.8238065,10.581,8,2011,31
4793,34-2011-08-07,2011-08-07,2011-08-07,34,926934.57,0,80.84,3.469,129.1125,10.641,8,2011,31
4799,34-2011-08-19,2011-08-19,2011-08-19,34,960418.54,0,77.08,3.55,129.2405806,10.641,8,2011,33
4800,34-2011-08-26,2011-08-26,2011-08-26,34,871404.6,0,77.27,3.523,129.2832581,10.641,8,2011,34
4802,34-2011-09-09,2011-09-09,2011-09-09,34,930506.14,1,70.05,3.554,129.3686129,10.641,9,2011,36
4815,34-2011-09-12,2011-09-12,2011-09-12,34,1084243.91,0,24.69,3.153,129.8555333,10.148,9,2011,37
4803,34-2011-09-16,2011-09-16,2011-09-16,34,927249.61,0,64.94,3.532,129.4306,10.641,9,2011,37
4804,34-2011-09-23,2011-09-23,2011-09-23,34,902852.73,0,66.23,3.473,129.5183333,10.641,9,2011,38
4805,34-2011-09-30,2011-09-30,2011-09-30,34,871847.85,0,69.44,3.371,129.6060667,10.641,9,2011,39
4789,34-2011-10-06,2011-10-06,2011-10-06,34,943912.77,0,74.57,3.64,129.0357097,10.581,10,2011,40
4807,34-2011-10-14,2011-10-14,2011-10-14,34,911788.79,0,54.72,3.283,129.7706452,10.148,10,2011,41
4808,34-2011-10-21,2011-10-21,2011-10-21,34,953693.23,0,58.93,3.361,129.7821613,10.148,10,2011,42
4809,34-2011-10-28,2011-10-28,2011-10-28,34,958063.87,0,54.56,3.362,129.7936774,10.148,10,2011,43
4772,34-2011-11-02,2011-11-02,2011-11-02,34,1015654.6,1,28.66,3.033,127.859129,10.398,11,2011,44
4776,34-2011-11-03,2011-11-03,2011-11-03,34,943951.67,0,45.87,3.461,128.3995,10.398,11,2011,44
4811,34-2011-11-11,2011-11-11,2011-11-11,34,991570.02,0,41.04,3.286,129.8167097,10.148,11,2011,45
4812,34-2011-11-18,2011-11-18,2011-11-18,34,947552.44,0,46.0,3.294,129.8268333,10.148,11,2011,46
4813,34-2011-11-25,2011-11-25,2011-11-25,34,1345595.82,1,45.99,3.225,129.8364,10.148,11,2011,47
4798,34-2011-12-08,2011-12-08,2011-12-08,34,956251.18,0,80.23,3.617,129.2015806,10.641,12,2011,49
4816,34-2011-12-16,2011-12-16,2011-12-16,34,1151052.86,0,32.31,3.149,129.8980645,10.148,12,2011,50
4817,34-2011-12-23,2011-12-23,2011-12-23,34,1593655.96,0,32.45,3.103,129.9845484,10.148,12,2011,51
4818,34-2011-12-30,2011-12-30,2011-12-30,34,965512.36,1,28.84,3.119,130.0710323,10.148,12,2011,52
4840,34-2012-01-06,2012-01-06,2012-01-06,34,977062.44,0,70.41,3.483,130.9592258,9.575,1,2012,1
4820,34-2012-01-13,2012-01-13,2012-01-13,34,913755.12,0,33.99,3.263,130.244,9.653,1,2012,2
4821,34-2012-01-20,2012-01-20,2012-01-20,34,910899.05,0,39.28,3.273,130.2792258,9.653,1,2012,3
4822,34-2012-01-27,2012-01-27,2012-01-27,34,872450.37,0,39.81,3.29,130.3144516,9.653,1,2012,4
4827,34-2012-02-03,2012-02-03,2012-02-03,34,990263.7,0,42.74,3.619,130.6457931,9.653,2,2012,5
4825,34-2012-02-17,2012-02-17,2012-02-17,34,1123446.51,0,37.25,3.493,130.4546207,9.653,2,2012,7
4826,34-2012-02-24,2012-02-24,2012-02-24,34,950154.24,0,39.89,3.541,130.5502069,9.653,2,2012,8
4823,34-2012-03-02,2012-03-02,2012-03-02,34,939367.14,0,38.64,3.354,130.3496774,9.653,3,2012,9
4849,34-2012-03-08,2012-03-08,2012-03-08,34,973250.41,0,78.93,3.374,130.737871,9.285,3,2012,10
4829,34-2012-03-16,2012-03-16,2012-03-16,34,999298.43,0,48.09,3.707,130.8261935,9.653,3,2012,11
4830,34-2012-03-23,2012-03-23,2012-03-23,34,945143.33,0,47.93,3.759,130.8966452,9.653,3,2012,12
4831,34-2012-03-30,2012-03-30,2012-03-30,34,938861.77,0,59.29,3.82,130.9670968,9.653,3,2012,13
4836,34-2012-04-05,2012-04-05,2012-04-05,34,991104.4,0,65.04,3.747,131.136,9.575,4,2012,14
4833,34-2012-04-13,2012-04-13,2012-04-13,34,987353.65,0,59.12,3.881,131.108,9.575,4,2012,15
4834,34-2012-04-20,2012-04-20,2012-04-20,34,977628.78,0,55.34,3.864,131.1173333,9.575,4,2012,16
4835,34-2012-04-27,2012-04-27,2012-04-27,34,940299.87,0,66.49,3.81,131.1266667,9.575,4,2012,17
4858,34-2012-05-10,2012-05-10,2012-05-10,34,968896.68,0,65.41,3.62,131.0756667,8.839,5,2012,19
4838,34-2012-05-18,2012-05-18,2012-05-18,34,998672.85,0,64.97,3.62,131.0983226,9.575,5,2012,20
4839,34-2012-05-25,2012-05-25,2012-05-25,34,1015737.61,0,72.42,3.551,131.0287742,9.575,5,2012,21
4819,34-2012-06-01,2012-06-01,2012-06-01,34,953844.85,0,36.39,3.158,130.1575161,9.653,6,2012,22
4832,34-2012-06-04,2012-06-04,2012-06-04,34,1091020.37,0,54.42,3.864,131.0375484,9.575,6,2012,23
4845,34-2012-06-07,2012-06-07,2012-06-07,34,1007867.68,0,77.95,3.187,130.7196333,9.285,6,2012,23
4842,34-2012-06-15,2012-06-15,2012-06-15,34,982345.51,0,76.48,3.372,130.8295333,9.575,6,2012,24
4843,34-2012-06-22,2012-06-22,2012-06-22,34,1000285.1,0,78.85,3.329,130.7929,9.575,6,2012,25
4844,34-2012-06-29,2012-06-29,2012-06-29,34,942970.63,0,81.91,3.257,130.7562667,9.575,6,2012,26
4854,34-2012-07-09,2012-07-09,2012-07-09,34,976415.56,1,78.26,3.709,130.9325484,9.285,7,2012,28
4846,34-2012-07-13,2012-07-13,2012-07-13,34,954677.75,0,74.02,3.224,130.683,9.285,7,2012,28
4847,34-2012-07-20,2012-07-20,2012-07-20,34,950929.59,0,77.7,3.263,130.7012903,9.285,7,2012,29
4848,34-2012-07-27,2012-07-27,2012-07-27,34,917883.79,0,77.3,3.356,130.7195806,9.285,7,2012,30
4841,34-2012-08-06,2012-08-06,2012-08-06,34,999511.29,0,75.35,3.433,130.8896774,9.575,8,2012,32
4851,34-2012-08-17,2012-08-17,2012-08-17,34,1013820.86,0,77.78,3.552,130.7909677,9.285,8,2012,33
4852,34-2012-08-24,2012-08-24,2012-08-24,34,926250.21,0,72.44,3.61,130.8381613,9.285,8,2012,34
4853,34-2012-08-31,2012-08-31,2012-08-31,34,933487.71,0,75.89,3.646,130.8853548,9.285,8,2012,35
4828,34-2012-09-03,2012-09-03,2012-09-03,34,976393.43,0,42.7,3.667,130.7413793,9.653,9,2012,36
4855,34-2012-09-14,2012-09-14,2012-09-14,34,955211.7,0,64.28,3.706,130.9776667,9.285,9,2012,37
4856,34-2012-09-21,2012-09-21,2012-09-21,34,943047.78,0,66.08,3.721,131.0103333,9.285,9,2012,38
4857,34-2012-09-28,2012-09-28,2012-09-28,34,928629.31,0,67.06,3.666,131.043,9.285,9,2012,39
4824,34-2012-10-02,2012-10-02,2012-10-02,34,1047658.09,1,36.7,3.411,130.3849032,9.653,10,2012,40
4850,34-2012-10-08,2012-10-08,2012-10-08,34,1004523.59,0,78.26,3.476,130.7561613,9.285,10,2012,41
4860,34-2012-10-19,2012-10-19,2012-10-19,34,963516.28,0,58.47,3.61,131.1499677,8.839,10,2012,42
4861,34-2012-10-26,2012-10-26,2012-10-26,34,956987.81,0,57.95,3.514,131.1930968,8.839,10,2012,43
4837,34-2012-11-05,2012-11-05,2012-11-05,34,949625.52,0,61.92,3.685,131.1453333,9.575,11,2012,45
4859,34-2012-12-10,2012-12-10,2012-12-10,34,948613.39,0,59.94,3.603,131.1083333,8.839,12,2012,50
4896,35-2010-01-10,2010-01-10,2010-01-10,35,771065.21,0,70.19,2.707,136.6297571,8.763,1,2010,1
4870,35-2010-02-04,2010-02-04,2010-02-04,35,1189556.47,0,46.9,2.85,135.7464988,9.051,2,2010,5
4883,35-2010-02-07,2010-02-07,2010-02-07,35,1245827.08,0,76.25,2.815,136.3722893,8.861,2,2010,5
4864,35-2010-02-19,2010-02-19,2010-02-19,35,1270658.64,0,32.44,2.745,135.4657781,9.262,2,2010,7
4865,35-2010-02-26,2010-02-26,2010-02-26,35,1020651.74,0,36.0,2.754,135.5195191,9.262,2,2010,8
4892,35-2010-03-09,2010-03-09,2010-03-09,35,948660.79,0,78.52,2.715,136.5891118,8.861,3,2010,10
4905,35-2010-03-12,2010-03-12,2010-03-12,35,982598.88,0,41.81,3.046,136.6075714,8.763,3,2010,10
4868,35-2010-03-19,2010-03-19,2010-03-19,35,1117536.09,0,49.04,2.844,135.6682247,9.262,3,2010,11
