index,index_id,Rev_Date,Date,Store, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12, Linear Regression , Random Forest Regressor ,Linear_Regression_Root Mean Squared Error,Linear_Regression_R-squared,RF_Root Mean Squared Error,RF_R-squared
6141,44-2011-01-04,1/4/2011,1/4/2011,44,"$281,514.26 ",0,42.49,3.487,128.7199355,6.906,1,2011,1,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,23323.98,-12495.68,10320.71,16387.19,1401.87,-9544.85,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6142,44-2011-01-07,1/7/2011,1/7/2011,44,"$315,273.08 ",0,74.29,3.613,129.0894,6.56,1,2011,1,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,23323.98,-12495.68,10320.71,16387.19,1401.87,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6143,44-2011-01-14,1/14/2011,1/14/2011,44,"$292,859.36 ",0,20.6,2.903,127.3009355,7.224,1,2011,2,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,23323.98,-12495.68,10320.71,16387.19,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6144,44-2011-01-21,1/21/2011,1/21/2011,44,"$276,157.80 ",0,34.8,2.934,127.4404839,7.224,1,2011,3,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,23323.98,-12495.68,10320.71,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6145,44-2011-01-28,1/28/2011,1/28/2011,44,"$276,011.40 ",0,31.64,2.96,127.5800323,7.224,1,2011,4,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,23323.98,-12495.68,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6146,44-2011-02-09,2/9/2011,2/9/2011,44,"$309,543.52 ",0,77,3.58,129.3259355,6.56,2,2011,6,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,23323.98,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6147,44-2011-02-12,2/12/2011,2/12/2011,44,"$284,309.34 ",0,33.94,3.389,129.8459667,6.078,2,2011,6,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,-20789.37,292138.26 ,299861.41 ,6857.36 ,0.94 ,22080.42 ,0.36 
6148,44-2011-02-18,2/18/2011,2/18/2011,44,"$280,785.76 ",0,40.85,3.062,127.99525,7.224,2,2011,7,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,-14666.3,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6149,44-2011-02-25,2/25/2011,2/25/2011,44,"$279,427.93 ",0,33.17,3.12,128.13,7.224,2,2011,8,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,9718.96,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6150,44-2011-03-06,3/6/2011,3/6/2011,44,"$308,950.04 ",0,52.76,3.752,129.0490323,6.906,3,2011,9,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,-3263.44,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6151,44-2011-03-18,3/18/2011,3/18/2011,44,"$281,699.68 ",0,44.69,3.407,128.5121935,7.224,3,2011,11,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,86451.89,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6152,44-2011-03-25,3/25/2011,3/25/2011,44,"$285,031.81 ",0,42.38,3.435,128.6160645,7.224,3,2011,12,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,-123161.13,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6153,44-2011-04-02,4/2/2011,4/2/2011,44,"$293,953.08 ",0,23.35,2.974,127.7195806,7.224,4,2011,13,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,39577.15,297252.23 ,283346.88 ,6857.36 ,0.94 ,22080.42 ,0.36 
6154,44-2011-04-03,4/3/2011,4/3/2011,44,"$293,984.54 ",0,34.23,3.23,128.26475,7.224,4,2011,13,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,33758.82,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6155,44-2011-04-11,4/11/2011,4/11/2011,44,"$307,126.34 ",0,43.51,3.538,129.8051935,6.078,4,2011,15,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,-22413.72,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6156,44-2011-04-15,4/15/2011,4/15/2011,44,"$289,667.55 ",0,41.72,3.616,128.9107333,6.906,4,2011,15,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,-16701.56,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6157,44-2011-04-22,4/22/2011,4/22/2011,44,"$280,357.30 ",0,47.55,3.655,128.9553,6.906,4,2011,16,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,-146.4,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6158,44-2011-04-29,4/29/2011,4/29/2011,44,"$281,247.97 ",0,43.85,3.683,128.9998667,6.906,4,2011,17,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,33532.12,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6159,44-2011-05-08,5/8/2011,5/8/2011,44,"$298,080.45 ",0,75.56,3.595,129.1846452,6.56,5,2011,18,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,-25234.18,312065.94 ,304464.17 ,6857.36 ,0.94 ,22080.42 ,0.36 
6160,44-2011-05-13,5/13/2011,5/13/2011,44,"$307,095.31 ",0,52.4,3.77,129.089,6.906,5,2011,19,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,-3523.58,307881.88 ,306857.52 ,6857.36 ,0.94 ,22080.42 ,0.36 
6161,44-2011-05-20,5/20/2011,5/20/2011,44,"$303,559.23 ",0,52.12,3.802,129.0756774,6.906,5,2011,20,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,-1357.83,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6162,44-2011-05-27,5/27/2011,5/27/2011,44,"$308,442.49 ",0,54.62,3.778,129.0623548,6.906,5,2011,21,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,29522.11,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6163,44-2011-06-05,6/5/2011,6/5/2011,44,"$299,354.67 ",0,47.75,3.744,129.0444333,6.906,6,2011,22,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,-27250.36,293179.13 ,296751.06 ,6857.36 ,0.94 ,22080.42 ,0.36 
6164,44-2011-06-17,6/17/2011,6/17/2011,44,"$300,255.87 ",0,63.35,3.704,129.0432,6.906,6,2011,24,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,3332.13,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6165,44-2011-06-24,6/24/2011,6/24/2011,44,"$296,765.59 ",0,66.38,3.668,129.0663,6.906,6,2011,25,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,8921.27,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6166,44-2011-07-01,7/1/2011,7/1/2011,44,"$288,320.38 ",0,16.94,2.891,127.1917742,7.224,7,2011,26,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,31.46,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6167,44-2011-07-10,7/10/2011,7/10/2011,44,"$312,577.36 ",0,60.62,3.592,129.6938,6.078,7,2011,27,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,13141.8,318819.92 ,309986.97 ,6857.36 ,0.94 ,22080.42 ,0.36 
6168,44-2011-07-15,7/15/2011,7/15/2011,44,"$289,201.21 ",0,75.59,3.553,129.1338387,6.56,7,2011,28,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,-17458.79,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6169,44-2011-07-22,7/22/2011,7/22/2011,44,"$303,108.81 ",0,78.5,3.563,129.1507742,6.56,7,2011,29,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,-9310.25,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6170,44-2011-07-29,7/29/2011,7/29/2011,44,"$279,677.00 ",0,77.62,3.574,129.1677097,6.56,7,2011,30,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,890.67,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6171,44-2011-08-04,8/4/2011,8/4/2011,44,"$292,498.61 ",0,42.75,3.547,128.8238065,6.906,8,2011,31,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,16832.48,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6172,44-2011-08-07,8/7/2011,8/7/2011,44,"$295,339.01 ",0,77.3,3.563,129.1125,6.56,8,2011,31,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,9014.86,307647.20 ,303739.94 ,6857.36 ,0.94 ,22080.42 ,0.36 
6173,44-2011-08-19,8/19/2011,8/19/2011,44,"$290,909.69 ",0,76.68,3.578,129.2405806,6.56,8,2011,33,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,-3536.08,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6174,44-2011-08-26,8/26/2011,8/26/2011,44,"$324,174.79 ",0,81.53,3.57,129.2832581,6.56,8,2011,34,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,4883.26,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6175,44-2011-09-09,9/9/2011,9/9/2011,44,"$295,811.25 ",1,70.19,3.619,129.3686129,6.56,9,2011,36,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,-9087.82,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6176,44-2011-09-12,9/12/2011,9/12/2011,44,"$304,300.91 ",0,24.82,3.341,129.8555333,6.078,9,2011,37,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,901.2,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6177,44-2011-09-16,9/16/2011,9/16/2011,44,"$303,974.28 ",0,67.54,3.641,129.4306,6.56,9,2011,37,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,-3490.28,306415.61 ,306440.57 ,6857.36 ,0.94 ,22080.42 ,0.36 
6178,44-2011-09-23,9/23/2011,9/23/2011,44,"$307,409.13 ",0,63.6,3.648,129.5183333,6.56,9,2011,38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,-8445.21,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6179,44-2011-09-30,9/30/2011,9/30/2011,44,"$299,757.75 ",0,68.28,3.623,129.6060667,6.56,9,2011,39,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,24256.98,304400.41 ,301310.87 ,6857.36 ,0.94 ,22080.42 ,0.36 
6180,44-2011-10-06,10/6/2011,10/6/2011,44,"$308,770.42 ",0,61.39,3.732,129.0357097,6.906,10,2011,40,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,-23376.15,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6181,44-2011-10-14,10/14/2011,10/14/2011,44,"$293,031.78 ",0,51.74,3.567,129.7706452,6.078,10,2011,41,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,13907.6,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6182,44-2011-10-21,10/21/2011,10/21/2011,44,"$305,969.81 ",0,54.66,3.579,129.7821613,6.078,10,2011,42,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,-23431.81,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6183,44-2011-10-28,10/28/2011,10/28/2011,44,"$306,336.07 ",0,47.41,3.567,129.7936774,6.078,10,2011,43,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,12821.61,305945.83 ,306854.38 ,6857.36 ,0.94 ,22080.42 ,0.36 
6184,44-2011-11-02,11/2/2011,11/2/2011,44,"$307,486.73 ",1,30.83,3.034,127.859129,7.224,11,2011,44,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,2840.4,308192.37 ,280615.70 ,6857.36 ,0.94 ,22080.42 ,0.36 
6185,44-2011-11-03,11/3/2011,11/3/2011,44,"$284,496.14 ",0,41.28,3.346,128.3995,7.224,11,2011,44,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,-4429.32,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6186,44-2011-11-11,11/11/2011,11/11/2011,44,"$312,233.56 ",0,33.8,3.513,129.8167097,6.078,11,2011,45,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,33265.1,312151.78 ,308512.75 ,6857.36 ,0.94 ,22080.42 ,0.36 
6187,44-2011-11-18,11/18/2011,11/18/2011,44,"$310,531.04 ",0,40.65,3.489,129.8268333,6.078,11,2011,46,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,-28363.54,309852.83 ,308254.97 ,6857.36 ,0.94 ,22080.42 ,0.36 
6188,44-2011-11-25,11/25/2011,11/25/2011,44,"$309,129.01 ",1,38.89,3.445,129.8364,6.078,11,2011,47,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,8489.66,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6189,44-2011-12-08,12/8/2011,12/8/2011,44,"$290,399.66 ",0,75.95,3.606,129.2015806,6.56,12,2011,49,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,-326.63,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6190,44-2011-12-16,12/16/2011,12/16/2011,44,"$311,144.16 ",0,27.85,3.282,129.8980645,6.078,12,2011,50,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,3434.85,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6191,44-2011-12-23,12/23/2011,12/23/2011,44,"$376,233.89 ",0,24.76,3.186,129.9845484,6.078,12,2011,51,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,-7651.38,359887.03 ,315993.59 ,6857.36 ,0.94 ,22080.42 ,0.36 
6192,44-2011-12-30,12/30/2011,12/30/2011,44,"$263,917.85 ",1,31.53,3.119,130.0710323,6.078,12,2011,52,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,9012.67,269770.03 ,307155.77 ,6857.36 ,0.94 ,22080.42 ,0.36 
6193,44-2012-01-06,1/6/2012,1/6/2012,44,"$323,410.94 ",0,61.11,3.788,130.9592258,5.621,1,2012,1,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,-15738.64,331084.87 ,346586.50 ,6857.36 ,0.94 ,22080.42 ,0.36 
6194,44-2012-01-13,1/13/2012,1/13/2012,44,"$312,361.88 ",0,25.61,3.056,130.244,5.774,1,2012,2,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,12938.03,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6195,44-2012-01-20,1/20/2012,1/20/2012,44,"$316,948.39 ",0,32.71,3.047,130.2792258,5.774,1,2012,3,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,366.26,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6196,44-2012-01-27,1/27/2012,1/27/2012,44,"$308,295.38 ",0,34.32,3.058,130.3144516,5.774,1,2012,4,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,1150.66,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6197,44-2012-02-03,2/3/2012,2/3/2012,44,"$316,687.22 ",0,32.36,3.242,130.6457931,5.774,2,2012,5,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,-22990.59,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6198,44-2012-02-17,2/17/2012,2/17/2012,44,"$320,691.21 ",0,36.57,3.119,130.4546207,5.774,2,2012,7,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,27737.42,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6199,44-2012-02-24,2/24/2012,2/24/2012,44,"$315,641.80 ",0,35.38,3.145,130.5502069,5.774,2,2012,8,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,-1702.52,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6200,44-2012-03-02,3/2/2012,3/2/2012,44,"$325,986.05 ",0,31.39,3.077,130.3496774,5.774,3,2012,9,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,-1402.03,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6201,44-2012-03-08,3/8/2012,3/8/2012,44,"$342,385.38 ",0,81.99,3.512,130.737871,5.407,3,2012,10,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,-18729.35,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6202,44-2012-03-16,3/16/2012,3/16/2012,44,"$331,965.95 ",0,52.5,3.529,130.8261935,5.774,3,2012,11,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,20744.5,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6203,44-2012-03-23,3/23/2012,3/23/2012,44,"$296,947.06 ",0,47.83,3.671,130.8966452,5.774,3,2012,12,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,65089.73,297129.11 ,315549.38 ,6857.36 ,0.94 ,22080.42 ,0.36 
6204,44-2012-03-30,3/30/2012,3/30/2012,44,"$310,027.29 ",0,53.2,3.734,130.9670968,5.774,3,2012,13,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,-112316.04,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6205,44-2012-04-05,4/5/2012,4/5/2012,44,"$326,053.28 ",0,54.41,3.831,131.136,5.621,4,2012,14,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,59493.09,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6206,44-2012-04-13,4/13/2012,4/13/2012,44,"$311,390.22 ",0,51.7,3.833,131.108,5.621,4,2012,15,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,-11049.06,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6207,44-2012-04-20,4/20/2012,4/20/2012,44,"$323,233.80 ",0,50.24,3.845,131.1173333,5.621,4,2012,16,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,4586.51,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6208,44-2012-04-27,4/27/2012,4/27/2012,44,"$330,338.36 ",0,64.8,3.842,131.1266667,5.621,4,2012,17,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,-8653.01,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6209,44-2012-05-10,5/10/2012,5/10/2012,44,"$337,390.44 ",0,61.79,3.815,131.0756667,5.217,5,2012,19,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,8391.84,333636.67 ,334754.53 ,6857.36 ,0.94 ,22080.42 ,0.36 
6210,44-2012-05-18,5/18/2012,5/18/2012,44,"$334,042.43 ",0,65.17,3.808,131.0983226,5.621,5,2012,20,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,4003.99,328382.67 ,336424.01 ,6857.36 ,0.94 ,22080.42 ,0.36 
6211,44-2012-05-25,5/25/2012,5/25/2012,44,"$343,268.29 ",0,62.39,3.801,131.0287742,5.621,5,2012,21,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,-5049.41,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6212,44-2012-06-01,6/1/2012,6/1/2012,44,"$325,327.93 ",0,33.8,3.08,130.1575161,5.774,6,2012,22,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,10344.25,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6213,44-2012-06-04,6/4/2012,6/4/2012,44,"$320,021.10 ",0,48.85,3.793,131.0375484,5.621,6,2012,23,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,16399.33,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6214,44-2012-06-07,6/7/2012,6/7/2012,44,"$358,461.58 ",0,79.23,3.63,130.7196333,5.407,6,2012,23,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,-10419.43,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6215,44-2012-06-15,6/15/2012,6/15/2012,44,"$338,400.82 ",0,65.97,3.756,130.8295333,5.621,6,2012,24,-20060.76,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,-35018.89,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6216,44-2012-06-22,6/22/2012,6/22/2012,44,"$336,241.00 ",0,72.89,3.737,130.7929,5.621,6,2012,25,-2159.82,-20060.76,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,13080.23,328349.08 ,336905.83 ,6857.36 ,0.94 ,22080.42 ,0.36 
6217,44-2012-06-29,6/29/2012,6/29/2012,44,"$338,386.08 ",0,82,3.681,130.7562667,5.621,6,2012,26,2145.08,-2159.82,-20060.76,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,16025.99,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6218,44-2012-07-09,7/9/2012,7/9/2012,44,"$338,737.33 ",1,70.65,3.689,130.9325484,5.407,7,2012,28,351.25,2145.08,-2159.82,-20060.76,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,-14663.06,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
6219,44-2012-07-13,7/13/2012,7/13/2012,44,"$336,479.49 ",0,83.68,3.595,130.683,5.407,7,2012,28,-2257.84,351.25,2145.08,-2159.82,-20060.76,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,11843.58,331945.92 ,333211.77 ,6857.36 ,0.94 ,22080.42 ,0.36 
6220,44-2012-07-20,7/20/2012,7/20/2012,44,"$337,819.16 ",0,75.69,3.556,130.7012903,5.407,7,2012,29,1339.67,-2257.84,351.25,2145.08,-2159.82,-20060.76,38440.48,-5306.83,-17940.36,9225.86,-3348.01,7052.08,7104.56,0.00 ,0.00 ,6857.36 ,0.94 ,22080.42 ,0.36 
